RSCI_Rank,Player,Draft_Pick,Draft_Year,NBA_EWA,Player_Link,Rank_Year,DX_Player_ID
64,"			
												Justin Gray
											","
											"," 
											",-,/profile/Justin-Gray-7/,2002,Justin-Gray-7
65,"			
												Julius Lamptey
											","
											"," 
											",-,/profile/Julius-Lamptey-53394/,2002,Julius-Lamptey-53394
66,"			
												Robert Hite
											","
											"," 
											",-0.23,/profile/Robert-Hite-1033/,2002,Robert-Hite-1033
67,"			
												Taquan Dean
											","
											"," 
											",-,/profile/Taquan-Dean-375/,2002,Taquan-Dean-375
68,"			
												Curtis Withers
											","
											"," 
											",-,/profile/Curtis-Withers-409/,2002,Curtis-Withers-409
69,"			
												J.R. Morris
											","
											"," 
											",-,/profile/J.R.-Morris-29243/,2002,J.R.-Morris-29243
70,"			
												Rick Billings
											","
											"," 
											",-,/profile/Rick-Billings-26219/,2002,Rick-Billings-26219
71,"			
												Chadd Moore
											","
											"," 
											",-,/profile/Chadd-Moore-28578/,2002,Chadd-Moore-28578
72,"			
												Jeremy Hunt
											","
											"," 
											",-,/profile/Jeremy-Hunt-1276/,2002,Jeremy-Hunt-1276
73,"			
												Matt Haryasz
											","
											"," 
											",-,/profile/Matt-Haryasz-306/,2002,Matt-Haryasz-306
74,"			
												Adam Haluska
											","
													43
											"," 
												2007
											",-,/profile/Adam-Haluska-405/,2002,Adam-Haluska-405
75,"			
												Yusuf Baker
											","
											"," 
											",-,/profile/Yusuf-Baker-32544/,2002,Yusuf-Baker-32544
75,"			
												Chris Quinn
											","
											"," 
											",0.38,/profile/Chris-Quinn-1013/,2002,Chris-Quinn-1013
75,"			
												Aliou Kane
											","
											"," 
											",-,/profile/Aliou-Kane-27507/,2002,Aliou-Kane-27507
78,"			
												Vincent Grier
											","
											"," 
											",-,/profile/Vincent-Grier-358/,2002,Vincent-Grier-358
79,"			
												James Augustine
											","
													41
											"," 
												2006
											",0.01,/profile/James-Augustine-160/,2002,James-Augustine-160
80,"			
												Chuck Davis
											","
											"," 
											",-,/profile/Chuck-Davis-371/,2002,Chuck-Davis-371
81,"			
												Greg Brown
											","
											"," 
											",-,/profile/Greg-Brown-32921/,2002,Greg-Brown-32921
82,"			
												Marcus White
											","
											"," 
											",-,/profile/Marcus-White-27726/,2002,Marcus-White-27726
83,"			
												Trent Strickland
											","
											"," 
											",-,/profile/Trent-Strickland-408/,2002,Trent-Strickland-408
84,"			
												Cameron Bennerman
											","
											"," 
											",-,/profile/Cameron-Bennerman-27876/,2002,Cameron-Bennerman-27876
84,"			
												Almamy Thiero
											","
											"," 
											",-,/profile/Almamy-Thiero-26859/,2002,Almamy-Thiero-26859
86,"			
												CJ Watson
											","
											"," 
											",1.35,/profile/CJ-Watson-569/,2002,CJ-Watson-569
86,"			
												Aaron Spears
											","
											"," 
											",-,/profile/Aaron-Spears-25945/,2002,Aaron-Spears-25945
88,"			
												Josh Rhodes
											","
											"," 
											",-,/profile/Josh-Rhodes-53400/,2002,Josh-Rhodes-53400
89,"			
												Marquise Kately
											","
											"," 
											",-,/profile/Marquise-Kately-377/,2002,Marquise-Kately-377
90,"			
												Boo Wade
											","
											"," 
											",-,/profile/Boo-Wade-30572/,2002,Boo-Wade-30572
91,"			
												Mario Moore
											","
											"," 
											",-,/profile/Mario-Moore-28922/,2002,Mario-Moore-28922
91,"			
												Matt Kiefer
											","
											"," 
											",-,/profile/Matt-Kiefer-27727/,2002,Matt-Kiefer-27727
93,"			
												Kevin Young
											","
											"," 
											",-,/profile/Kevin-Young-27989/,2002,Kevin-Young-27989
94,"			
												Gary Ervin
											","
											"," 
											",-,/profile/Gary-Ervin-25760/,2002,Gary-Ervin-25760
95,"			
												Nik Caner-Medley
											","
											"," 
											",-,/profile/Nik-Caner-Medley-128/,2002,Nik-Caner-Medley-128
95,"			
												Dedrick Finn
											","
											"," 
											",-,/profile/Dedrick-Finn-29031/,2002,Dedrick-Finn-29031
97,"			
												Bobby Jones
											","
													37
											"," 
												2006
											",-0.08,/profile/Bobby-Jones-351/,2002,Bobby-Jones-351
98,"			
												Wes Wilkinson
											","
											"," 
											",-,/profile/Wes-Wilkinson-1040/,2002,Wes-Wilkinson-1040
98,"			
												Tyler Smith
											","
											"," 
											",-,/profile/Tyler-Smith-26944/,2002,Tyler-Smith-26944
100,"			
												John Winchester
											","
											"," 
											",-,/profile/John-Winchester-27722/,2002,John-Winchester-27722
101,"			
												Larry Turner
											","
											"," 
											",-,/profile/Larry-Turner-5442/,2002,Larry-Turner-5442
102,"			
												Rick Cornett
											","
											"," 
											",-,/profile/Rick-Cornett-27806/,2002,Rick-Cornett-27806
102,"			
												Mario Taybron
											","
											"," 
											",-,/profile/Mario-Taybron-28186/,2002,Mario-Taybron-28186
104,"			
												Marcus Morrison
											","
											"," 
											",-,/profile/Marcus-Morrison-28012/,2002,Marcus-Morrison-28012
105,"			
												Marques Hayden
											","
											"," 
											",-,/profile/Marques-Hayden-29783/,2002,Marques-Hayden-29783
106,"			
												Rashid Al-Kaleem
											","
											"," 
											",-,/profile/Rashid-Al-Kaleem-31508/,2002,Rashid-Al-Kaleem-31508
106,"			
												Brandon Bowman
											","
											"," 
											",-,/profile/Brandon-Bowman-367/,2002,Brandon-Bowman-367
106,"			
												Michel Lasme
											","
											"," 
											",-,/profile/Michel-Lasme-32983/,2002,Michel-Lasme-32983
109,"			
												Sean Mallon
											","
											"," 
											",-,/profile/Sean-Mallon-26752/,2002,Sean-Mallon-26752
110,"			
												Al Thornton
											","
													14
											"," 
												2007
											",0.99,/profile/Al-Thornton-591/,2002,Al-Thornton-591
111,"			
												Chris Hunter
											","
											"," 
											",0.51,/profile/Chris-Hunter-5574/,2002,Chris-Hunter-5574
112,"			
												Todd Galloway
											","
											"," 
											",-,/profile/Todd-Galloway-28387/,2002,Todd-Galloway-28387
113,"			
												Johnnie Jackson
											","
											"," 
											",-,/profile/Johnnie-Jackson-26211/,2002,Johnnie-Jackson-26211
114,"			
												Derek Burditt
											","
											"," 
											",-,/profile/Derek-Burditt-53401/,2002,Derek-Burditt-53401
114,"			
												Quincy Douby
											","
													19
											"," 
												2006
											",-0.23,/profile/Quincy-Douby-452/,2002,Quincy-Douby-452
116,"			
												Michael Blackshear
											","
											"," 
											",-,/profile/Michael-Blackshear-30651/,2002,Michael-Blackshear-30651
117,"			
												Lamar Hurd
											","
											"," 
											",-,/profile/Lamar-Hurd-27781/,2002,Lamar-Hurd-27781
118,"			
												Moulaye Niang
											","
											"," 
											",-,/profile/Moulaye-Niang-29780/,2002,Moulaye-Niang-29780
118,"			
												Cortez Davis
											","
											"," 
											",-,/profile/Cortez-Davis-32641/,2002,Cortez-Davis-32641
120,"			
												Chris Ellis
											","
											"," 
											",-,/profile/Chris-Ellis-28948/,2002,Chris-Ellis-28948
121,"			
												Lee Melchionni
											","
											"," 
											",-,/profile/Lee-Melchionni-28472/,2002,Lee-Melchionni-28472
121,"			
												Julian Terrell
											","
											"," 
											",-,/profile/Julian-Terrell-28921/,2002,Julian-Terrell-28921
121,"			
												Ray Nixon
											","
											"," 
											",-,/profile/Ray-Nixon-29015/,2002,Ray-Nixon-29015
121,"			
												Dakin Braddick
											","
											"," 
											",-,/profile/Dakin-Braddick-32550/,2002,Dakin-Braddick-32550
125,"			
												Ricky Soliver
											","
											"," 
											",-,/profile/Ricky-Soliver-1029/,2002,Ricky-Soliver-1029
125,"			
												Nate Robinson
											","
													21
											"," 
												2005
											",2.33,/profile/Nate-Robinson-67/,2002,Nate-Robinson-67
125,"			
												Donnie McGrath
											","
											"," 
											",-,/profile/Donnie-McGrath-27732/,2002,Donnie-McGrath-27732
128,"			
												Brandon Lincoln
											","
											"," 
											",-,/profile/Brandon-Lincoln-27779/,2002,Brandon-Lincoln-27779
128,"			
												David Bell
											","
											"," 
											",-,/profile/David-Bell-31299/,2002,David-Bell-31299
130,"			
												Wayne Arnold
											","
											"," 
											",-,/profile/Wayne-Arnold-27500/,2002,Wayne-Arnold-27500
130,"			
												Matt Gorman
											","
											"," 
											",-,/profile/Matt-Gorman-25906/,2002,Matt-Gorman-25906
130,"			
												Akin Akingbala
											","
											"," 
											",-,/profile/Akin-Akingbala-5629/,2002,Akin-Akingbala-5629
130,"			
												J.R. Enright
											","
											"," 
											",-,/profile/J.R.-Enright-25948/,2002,J.R.-Enright-25948
130,"			
												Brandon Stockton
											","
											"," 
											",-,/profile/Brandon-Stockton-28161/,2002,Brandon-Stockton-28161
130,"			
												Rashaun Freeman
											","
											"," 
											",-,/profile/Rashaun-Freeman-161/,2002,Rashaun-Freeman-161
130,"			
												Billy Feeney
											","
											"," 
											",-,/profile/Billy-Feeney-34290/,2002,Billy-Feeney-34290
130,"			
												Nicholas Kern
											","
											"," 
											",-,/profile/Nicholas-Kern-53402/,2002,Nicholas-Kern-53402
130,"			
												Marcedes Lewis
											","
											"," 
											",-,/profile/Marcedes-Lewis-32342/,2002,Marcedes-Lewis-32342
130,"			
												Cedrick Hensley
											","
											"," 
											",-,/profile/Cedrick-Hensley-29872/,2002,Cedrick-Hensley-29872
130,"			
												Karon Bradley
											","
											"," 
											",-,/profile/Karon-Bradley-27401/,2002,Karon-Bradley-27401
130,"			
												Louis Hinnant
											","
											"," 
											",-,/profile/Louis-Hinnant-28690/,2002,Louis-Hinnant-28690
130,"			
												Darrel Mitchell
											","
											"," 
											",-,/profile/Darrel-Mitchell-5476/,2002,Darrel-Mitchell-5476
1,"			
												LeBron James
											","
													1
											"," 
												2003
											",26.33,/profile/LeBron-James-2967/,2003,LeBron-James-2967
2,"			
												Luol Deng
											","
													7
											"," 
												2004
											",5.04,/profile/Luol-Deng-2210/,2003,Luol-Deng-2210
3,"			
												Shannon Brown
											","
													25
											"," 
												2006
											",0.47,/profile/Shannon-Brown-172/,2003,Shannon-Brown-172
4,"			
												Ndudi Ebi
											","
													26
											"," 
												2003
											",0.08,/profile/Ndudi-Ebi-2315/,2003,Ndudi-Ebi-2315
5,"			
												Charlie Villanueva
											","
													7
											"," 
												2005
											",3.19,/profile/Charlie-Villanueva-60/,2003,Charlie-Villanueva-60
6,"			
												Kendrick Perkins
											","
													27
											"," 
												2003
											",-0.04,/profile/Kendrick-Perkins-3919/,2003,Kendrick-Perkins-3919
7,"			
												James Lang
											","
													48
											"," 
												2003
											",-0.11,/profile/James-Lang-5290/,2003,James-Lang-5290
8,"			
												Chris Paul
											","
													4
											"," 
												2005
											",19.01,/profile/Chris-Paul-14/,2003,Chris-Paul-14
9,"			
												David Padgett
											","
											"," 
											",-,/profile/David-Padgett-432/,2003,David-Padgett-432
9,"			
												Brian Butch
											","
											"," 
											",-,/profile/Brian-Butch-170/,2003,Brian-Butch-170
11,"			
												Leon Powe
											","
													49
											"," 
												2006
											",1.66,/profile/Leon-Powe-164/,2003,Leon-Powe-164
